CTPRVN_CD,CTP_ENG_NM,CTP_KOR_NM,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,x,y,행정구역,2024년04월_총인구수,2024년04월_세대수,2024년04월_세대당 인구,2024년04월_남자 인구수,2024년04월_여자 인구수,2024년04월_남여 비율
11,Seoul,서울특별시,11560,Yeongdeungpo-gu,영등포구,126.9101694674,37.5223082886,서울특별시영등포구,"375,090","191,856",1.96,"183,600","191,490",0.96
11,Seoul,서울특별시,11590,Dongjak-gu,동작구,126.9516414544,37.4988768761,서울특별시동작구,"378,871","187,734",2.02,"183,129","195,742",0.94
11,Seoul,서울특별시,11620,Gwanak-gu,관악구,126.9453371531,37.4673756906,서울특별시관악구,"481,722","286,396",1.68,"242,633","239,089",1.01
11,Seoul,서울특별시,11650,Seocho-gu,서초구,127.0312203111,37.4732954673,서울특별시서초구,"407,596","170,348",2.39,"193,966","213,630",0.91
11,Seoul,서울특별시,11680,Gangnam-gu,강남구,127.0629852042,37.4966438943,서울특별시강남구,"554,651","243,741",2.28,"265,347","289,304",0.92
11,Seoul,서울특별시,11710,Songpa-gu,송파구,127.1152950397,37.5056192415,서울특별시송파구,"653,447","287,220",2.28,"313,669","339,778",0.92
11,Seoul,서울특별시,11740,Gangdong-gu,강동구,127.1470118418,37.5504502432,서울특별시강동구,"461,921","205,380",2.25,"225,525","236,396",0.95
26,Busan,부산광역시,26110,Jung-gu,중구,129.0323114503,35.1056363528,부산광역시중구,"38,385","23,819",1.61,"18,631","19,754",0.94
26,Busan,부산광역시,26140,Seo-gu,서구,129.0149132626,35.1029578597,부산광역시서구,"103,289","53,458",1.93,"49,662","53,627",0.93
26,Busan,부산광역시,26170,Dong-gu,동구,129.0445855791,35.129186317,부산광역시동구,"87,170","47,375",1.84,"42,353","44,817",0.95
26,Busan,부산광역시,26200,Yeongdo-gu,영도구,129.0648232878,35.0786499762,부산광역시영도구,"105,864","54,312",1.95,"51,961","53,903",0.96
26,Busan,부산광역시,26230,Busanjin-gu,부산진구,129.043060341,35.1652441104,부산광역시부산진구,"361,320","183,993",1.96,"173,271","188,049",0.92
26,Busan,부산광역시,26260,Dongnae-gu,동래구,129.079220087,35.2062124414,부산광역시동래구,"268,872","119,528",2.25,"129,694","139,178",0.93
26,Busan,부산광역시,26290,Nam-gu,남구,129.0943068495,35.1255476475,부산광역시남구,"255,629","119,893",2.13,"124,468","131,161",0.95
26,Busan,부산광역시,26320,Buk-gu,북구,129.0234632558,35.2292478923,부산광역시북구,"271,525","122,975",2.21,"133,421","138,104",0.97
26,Busan,부산광역시,26350,Haeundae-gu,해운대구,129.1535899896,35.1938551239,부산광역시해운대구,"377,664","169,165",2.23,"180,958","196,706",0.92
26,Busan,부산광역시,26380,Saha-gu,사하구,128.9738076652,35.0888791158,부산광역시사하구,"295,217","140,503",2.1,"146,475","148,742",0.98
26,Busan,부산광역시,26410,Geumjeong-gu,금정구,129.0915287444,35.2588937453,부산광역시금정구,"213,602","105,621",2.02,"104,122","109,480",0.95
26,Busan,부산광역시,26440,Gangseo-gu,강서구,128.8924006328,35.1383478736,부산광역시강서구,"142,103","62,215",2.28,"73,705","68,398",1.08
26,Busan,부산광역시,26470,Yeonje-gu,연제구,129.0829352671,35.1824179804,부산광역시연제구,"211,851","98,521",2.15,"101,178","110,673",0.91
26,Busan,부산광역시,26500,Suyeong-gu,수영구,129.1112017181,35.161307535,부산광역시수영구,"173,501","88,261",1.97,"81,316","92,185",0.88
26,Busan,부산광역시,26530,Sasang-gu,사상구,128.9865923736,35.1580309689,부산광역시사상구,"201,614","100,051",2.02,"101,122","100,492",1.01
